cpu_usage,memory_usage,error_rate,latency_p99,disk_usage,network_in,pod_restarts,hour_of_day,severity
32.87,23.74,1.367,29.7,27.08,74.58,4,14,1
20.59,49.51,4.742,49.8,22.77,19.5,1,4,0
27.02,44.51,1.16,46.4,41.18,47.94,0,7,0
36.41,16.99,2.602,65.2,27.21,119.04,0,18,0
47.16,25.0,0.158,51.7,47.34,85.69,1,17,0
39.84,65.45,1.47,70.5,27.8,41.29,0,14,0
25.66,54.09,1.865,95.0,43.03,77.4,0,17,0
23.63,51.47,4.293,35.9,57.72,10.81,1,9,0
32.02,45.53,2.082,142.9,19.1,30.25,2,8,0
2.62,27.35,14.835,60.1,38.31,0.8,1,2,1
26.71,9.4,5.159,291.7,45.54,84.58,2,2,1
22.39,21.86,0.081,31.3,22.93,12.13,1,19,0
22.59,16.76,0.156,152.9,61.24,20.67,2,17,0
53.58,33.95,0.707,15.4,55.41,2.83,0,19,0
44.83,49.45,8.138,43.4,28.18,11.04,1,17,1
19.71,53.65,1.423,36.0,39.55,16.66,1,21,0
2.62,25.24,1.597,108.2,52.6,5.52,0,5,0
31.5,11.12,0.108,148.1,35.73,31.4,0,15,0
47.74,62.98,0.713,174.8,69.44,10.13,0,4,0
35.07,33.81,6.141,9.2,21.36,42.6,0,9,1
23.85,30.89,3.623,62.9,60.65,35.0,0,18,0
20.31,27.66,0.094,8.2,84.08,88.96,2,12,0
10.45,38.66,0.753,6.6,36.7,133.32,0,0,0
23.48,65.94,2.872,38.4,15.39,29.97,2,1,0
17.32,45.34,0.031,20.1,66.67,65.53,1,12,0
17.29,85.03,0.892,66.9,25.62,21.11,1,12,1
46.04,28.47,0.092,341.4,84.66,26.83,1,1,0
11.46,17.1,0.97,55.0,47.59,90.05,5,22,1
33.93,2.44,0.445,73.4,58.16,51.44,0,12,0
54.05,48.95,0.522,178.9,49.36,4.09,0,4,0
46.0,7.45,7.155,66.1,36.81,16.53,0,6,1
18.54,41.2,0.904,22.5,49.32,19.19,1,11,0
19.95,69.82,3.692,18.9,29.58,39.05,0,4,0
67.42,52.61,0.6,28.7,44.2,80.22,0,17,0
33.28,48.67,4.918,24.2,23.15,91.43,0,4,0
44.9,46.97,0.42,230.6,37.39,43.18,2,9,0
7.04,9.43,0.67,19.8,37.75,26.82,2,12,0
35.12,29.84,6.072,145.1,33.76,118.17,1,22,1
42.37,63.44,4.556,620.1,27.66,36.57,1,17,1
5.95,75.24,6.331,54.0,48.16,102.95,2,23,1
44.34,3.0,1.282,175.0,60.4,70.7,0,6,0
28.3,48.75,6.52,28.6,54.05,15.2,3,1,1
8.27,51.1,0.266,26.1,54.09,41.13,0,18,0
7.85,33.27,2.938,66.0,41.5,6.86,0,20,0
13.78,17.38,5.255,182.5,59.22,15.48,0,2,1
26.27,53.39,3.54,30.6,32.71,72.01,1,11,0
43.2,58.15,1.411,88.4,63.84,37.26,0,5,0
53.28,67.55,0.879,22.0,51.2,12.08,1,5,0
12.08,74.46,1.88,420.6,13.69,41.45,1,19,0
23.36,29.92,6.137,445.2,55.33,84.06,2,3,1
60.39,9.31,3.209,116.6,25.66,13.46,1,6,0
17.18,64.45,1.918,13.2,16.78,48.57,0,5,0
48.77,7.12,1.518,25.8,42.33,6.07,1,17,0
45.07,43.85,0.562,27.6,23.06,141.67,1,8,0
26.46,38.97,0.573,148.1,31.84,182.8,2,15,0
1.8,71.02,1.68,127.6,41.24,20.87,2,4,0
10.83,66.99,1.815,56.3,66.26,48.23,1,8,0
44.33,16.5,0.643,51.9,45.63,6.29,1,6,0
16.71,26.4,2.317,261.3,53.18,41.63,1,15,0
50.12,57.29,1.747,58.3,75.61,13.05,1,1,0
31.92,7.26,0.201,62.1,60.55,53.38,2,12,0
18.66,43.14,1.601,25.8,74.09,106.95,0,15,0
18.81,76.96,1.525,188.0,48.16,54.73,1,3,0
8.46,68.06,1.317,26.0,53.98,16.57,1,18,0
25.18,62.01,1.12,136.2,42.18,21.8,1,10,0
27.92,45.95,2.335,211.7,6.57,14.39,0,13,0
37.97,52.2,2.544,14.5,19.58,29.21,1,21,0
28.42,30.95,1.497,45.3,78.5,22.74,0,21,0
13.88,37.21,5.433,103.7,12.15,3.54,1,18,1
8.89,40.34,0.168,29.0,45.18,56.74,1,20,0
18.03,33.86,1.872,322.9,66.67,0.06,3,23,0
18.12,28.26,0.028,73.0,27.75,22.71,0,1,0
10.26,45.95,1.886,9.3,40.53,14.12,0,5,0
28.34,22.05,0.147,53.1,27.17,67.13,1,21,0
43.27,88.5,2.387,278.7,17.85,15.58,1,1,1
39.15,21.35,0.03,115.6,60.74,70.08,2,0,0
29.46,32.63,0.213,41.4,37.28,9.3,1,14,0
30.82,89.44,4.286,64.7,22.36,50.94,0,2,1
32.47,34.52,2.411,58.4,25.69,28.54,1,7,0
19.28,36.01,0.483,37.3,46.58,81.67,0,5,0
12.91,59.28,2.741,41.4,40.28,54.27,3,4,0
33.16,44.13,5.907,201.8,70.21,19.5,2,10,1
8.95,55.29,4.359,158.2,33.43,72.67,1,8,0
34.66,70.26,1.354,364.5,42.49,61.5,1,4,0
16.8,77.46,1.53,48.3,59.82,36.35,1,23,0
18.35,33.86,1.031,89.2,35.58,19.76,0,17,0
14.25,19.59,2.481,49.7,36.26,13.94,0,18,0
12.13,63.01,3.733,11.7,29.58,21.55,1,6,0
21.91,27.54,3.576,14.8,22.7,47.8,2,7,0
66.16,37.71,0.608,38.7,56.95,31.15,1,12,0
58.08,21.25,2.112,79.4,29.41,0.52,3,4,0
21.71,37.63,4.806,104.7,48.9,45.26,2,19,0
40.87,48.54,0.473,21.6,63.52,52.2,1,7,0
25.57,26.66,0.958,22.2,23.01,40.34,1,7,0
30.34,32.14,1.59,28.1,56.83,81.67,1,11,0
30.07,54.61,1.364,85.4,58.17,40.74,0,16,0
31.09,3.05,0.967,59.4,56.91,138.06,0,14,0
26.71,19.98,0.812,16.4,33.26,37.51,1,19,0
20.52,29.95,6.58,32.8,20.96,0.42,2,2,1
33.2,13.58,4.653,64.2,16.51,60.0,1,3,0
29.63,66.77,0.24,23.8,55.89,14.3,0,13,0
21.95,24.4,1.402,151.0,45.59,43.41,4,1,1
24.8,27.18,4.583,130.5,71.04,19.29,0,12,0
13.68,19.38,1.017,89.9,30.91,70.97,1,4,0
6.51,48.45,1.005,114.4,45.04,21.2,2,21,0
5.79,34.77,1.875,194.5,39.92,75.79,0,8,0
41.25,23.33,4.352,125.7,57.42,19.68,1,22,0
32.96,24.84,4.75,26.3,59.5,9.98,3,0,0
32.72,46.18,3.936,117.2,63.1,0.23,2,15,0
33.21,52.16,0.099,25.4,67.51,12.95,0,3,0
15.23,70.41,3.131,32.0,63.21,46.51,1,23,0
19.21,18.85,4.558,24.5,26.66,15.13,0,23,0
13.56,72.5,0.332,80.1,22.29,2.95,0,19,0
26.71,35.99,0.558,215.9,43.14,123.33,1,3,0
10.41,60.36,0.156,78.7,12.02,443.15,2,16,0
6.75,60.99,4.079,65.5,40.74,55.36,0,9,0
14.29,15.0,1.019,115.8,42.64,311.94,1,20,0
51.95,57.29,0.014,16.0,75.34,23.02,2,18,0
29.4,43.99,0.075,75.1,24.38,41.18,0,6,0
22.86,41.8,0.302,19.5,71.17,114.77,0,10,0
15.36,11.67,2.456,104.0,30.49,132.0,1,18,0
14.96,33.01,2.888,18.2,29.53,81.27,1,18,0
37.96,51.1,1.488,143.3,18.64,114.45,0,16,0
18.36,34.15,3.941,19.2,38.46,13.04,0,17,0
15.2,53.29,2.688,30.7,33.96,3.78,0,2,0
17.47,25.02,0.015,28.5,31.95,106.36,1,8,0
58.24,15.14,1.847,87.7,19.95,71.08,1,13,0
16.13,73.91,4.833,34.4,54.88,16.94,1,10,0
47.03,52.52,0.403,308.8,36.12,35.38,1,1,0
4.91,42.93,2.702,195.4,34.27,15.25,0,10,0
30.48,33.94,2.593,25.0,31.62,95.55,0,2,0
20.7,62.51,1.143,325.6,18.41,19.31,0,13,0
15.7,32.8,8.913,72.8,43.33,42.05,2,0,1
25.63,58.7,0.195,167.1,37.78,80.6,2,14,0
29.29,50.81,0.947,188.7,54.51,0.54,1,19,0
22.08,16.48,3.401,26.9,63.47,59.18,1,12,0
37.93,60.48,1.614,36.4,9.53,43.99,1,15,0
3.52,30.42,0.199,35.6,72.26,60.23,0,23,0
19.42,49.68,2.345,158.7,52.64,4.97,0,2,0
20.8,32.26,0.833,31.9,57.12,84.95,1,15,0
25.55,42.84,0.014,64.7,23.78,26.17,0,20,0
10.59,74.66,1.979,26.6,60.56,49.71,1,0,0
17.27,54.34,1.339,116.2,32.62,9.2,3,9,0
8.34,63.48,1.035,81.8,31.77,55.72,0,8,0
19.58,72.71,1.47,17.6,16.39,30.67,0,18,0
55.73,6.43,0.577,369.7,63.84,14.08,0,22,0
37.12,41.66,0.782,15.8,32.41,29.72,3,14,0
52.43,86.18,4.19,116.7,53.35,150.73,0,21,1
17.77,34.54,0.05,609.7,41.83,1.51,1,7,1
19.72,19.08,2.242,109.9,35.2,24.46,0,1,0
24.57,19.08,3.189,69.1,13.0,40.04,1,0,0
27.55,48.68,0.049,48.3,70.36,52.88,3,17,0
18.52,63.53,0.033,162.5,38.62,10.41,4,20,1
33.15,40.18,1.744,87.6,47.41,30.92,1,19,0
17.38,49.55,4.5,125.2,36.69,53.42,0,10,0
18.59,66.04,1.893,120.2,48.63,27.36,1,23,0
28.12,32.65,1.904,471.3,18.23,34.82,2,15,0
22.52,13.56,0.357,67.3,59.07,31.64,1,7,0
20.4,56.22,3.964,129.2,30.48,33.29,1,3,0
37.94,12.04,0.496,28.6,37.39,67.88,4,20,1
27.0,10.31,1.717,51.1,21.65,7.56,0,17,0
37.89,21.84,0.227,76.1,64.71,147.11,0,15,0
52.62,58.8,1.143,33.7,29.4,16.72,1,2,0
11.8,59.67,1.83,223.9,27.69,61.38,1,23,0
1.37,45.06,1.076,27.2,56.61,11.59,0,1,0
28.89,49.03,1.715,66.6,40.4,14.81,1,8,0
10.72,54.23,0.983,31.2,41.12,11.89,0,20,0
5.06,54.81,1.471,72.5,56.72,62.89,0,5,0
6.77,27.93,7.084,61.9,20.39,29.82,1,3,1
37.07,39.67,0.221,184.0,46.64,16.06,0,12,0
13.1,26.51,0.104,5.0,29.33,82.22,1,21,0
27.4,25.28,0.659,24.6,31.35,69.35,2,16,0
23.74,40.6,1.145,42.6,54.8,45.04,1,10,0
30.78,22.63,0.769,32.7,34.74,8.56,0,16,0
60.81,9.57,2.197,52.7,19.72,8.87,1,9,0
46.72,40.49,5.145,10.8,50.03,35.2,0,11,1
13.54,78.51,0.565,116.8,38.98,109.46,3,11,0
58.12,59.44,1.341,44.2,46.38,144.97,1,14,0
27.69,30.18,0.348,116.4,24.65,27.16,0,19,0
20.2,60.43,2.382,24.2,25.12,27.32,0,6,0
22.16,65.91,0.903,60.8,57.64,9.02,1,4,0
18.06,83.38,0.905,120.0,57.76,54.39,1,3,1
44.45,60.6,0.665,26.3,65.92,8.62,0,0,0
29.78,24.06,0.356,71.2,39.56,134.77,0,22,0
39.47,27.23,0.708,29.6,32.09,11.91,0,13,0
37.75,23.16,1.684,66.4,38.41,87.78,2,2,0
15.53,70.2,1.169,56.6,53.76,19.2,0,20,0
26.66,37.23,1.187,84.4,36.41,77.38,2,7,0
45.02,55.05,0.849,87.8,46.27,95.24,0,14,0
58.13,7.93,2.184,35.4,61.69,38.22,2,11,0
20.96,78.57,6.586,105.3,50.36,57.77,0,7,1
25.11,79.57,2.877,436.2,18.19,31.38,2,0,0
13.92,22.46,4.051,16.0,50.54,2.45,1,3,0
1.33,24.35,0.557,42.0,64.62,153.61,3,0,0
56.88,47.52,0.252,118.6,41.59,1.88,1,7,0
8.23,32.02,0.271,13.8,50.38,84.16,1,4,0
21.79,34.39,1.251,23.6,59.17,23.33,0,2,0
38.37,47.86,0.922,11.4,36.8,25.86,0,9,0
46.11,49.68,1.867,181.3,38.66,7.66,0,22,0
51.47,48.7,4.345,21.3,55.98,66.89,1,13,0
38.6,55.75,3.096,43.1,48.83,105.51,2,11,0
4.24,62.02,0.398,33.6,65.41,45.75,2,4,0
5.07,29.35,2.859,16.9,67.54,3.43,0,15,0
4.95,50.21,0.087,435.2,43.11,68.71,0,19,0
38.68,14.19,0.98,23.9,49.82,2.19,2,23,0
33.22,67.11,1.064,18.0,29.45,9.78,1,23,0
30.15,30.01,0.449,6.9,30.43,14.28,0,11,0
58.1,29.97,1.761,19.7,50.54,28.3,0,0,0
25.18,13.44,3.126,137.6,10.57,67.94,0,22,0
30.11,69.12,0.956,228.3,32.57,50.0,0,4,0
16.59,53.21,1.689,116.1,19.14,106.23,1,21,0
72.7,11.42,5.554,34.2,60.6,95.73,0,8,1
15.74,41.4,0.239,133.6,44.54,23.36,1,12,0
25.7,45.06,2.319,9.8,31.05,28.51,2,22,0
12.67,55.07,1.082,32.1,48.48,15.54,4,4,1
14.48,63.26,1.981,355.1,57.33,30.18,4,12,1
15.91,36.93,1.236,55.4,21.37,38.9,1,3,0
30.27,25.28,0.07,121.8,43.77,15.04,2,7,0
37.88,60.98,0.488,14.8,48.93,171.18,2,2,0
56.43,43.01,0.834,29.7,36.76,104.47,0,13,0
35.81,23.92,0.281,53.2,43.98,33.69,1,13,0
28.07,69.38,1.437,32.9,65.28,67.59,2,23,0
14.01,31.96,1.874,159.5,61.15,164.43,1,20,0
26.16,31.9,2.977,6.2,23.05,44.68,1,3,0
36.56,18.42,0.117,53.3,64.5,5.36,0,15,0
21.94,44.22,2.001,11.8,8.74,20.54,0,21,0
44.53,36.74,0.169,312.7,48.58,21.15,1,12,0
4.28,46.73,0.783,17.9,52.93,322.06,0,19,0
12.52,14.24,3.251,24.2,42.17,69.47,1,18,0
2.96,51.64,6.494,115.7,35.45,165.22,0,14,1
6.83,56.37,1.24,73.1,33.26,45.47,1,5,0
20.34,58.8,1.085,101.2,12.65,31.01,1,1,0
3.08,46.36,8.529,279.2,42.56,91.33,1,0,1
24.25,35.93,0.154,17.3,74.1,45.62,0,0,0
26.06,80.17,1.181,13.6,34.9,19.45,0,4,1
32.85,17.49,0.391,37.4,8.51,4.07,0,19,0
16.44,49.39,0.567,32.1,57.27,33.45,2,12,0
16.98,33.29,1.444,328.1,28.3,28.2,1,12,0
23.87,33.77,0.626,18.0,58.78,7.28,1,18,0
16.29,29.39,2.588,130.3,61.4,74.76,1,20,0
15.05,60.34,0.088,163.2,42.54,89.26,2,20,0
30.76,5.68,0.357,35.3,60.32,27.03,2,21,0
42.19,14.14,0.348,34.9,13.31,277.37,1,6,0
18.24,20.69,0.226,29.9,50.95,0.33,1,23,0
7.3,25.84,2.891,5.9,49.77,48.81,0,10,0
48.7,38.82,8.309,5.8,48.32,40.78,2,10,1
44.58,45.53,5.142,108.9,32.7,2.94,0,6,1
30.83,16.78,0.259,138.1,23.41,66.49,0,16,0
5.29,21.31,2.079,27.8,40.0,101.48,1,16,0
25.64,41.59,2.831,61.4,6.05,29.49,1,23,0
24.09,18.06,0.528,26.7,28.55,79.03,0,10,0
69.18,39.55,2.941,35.8,36.82,92.89,1,13,0
17.99,63.19,4.101,41.4,20.62,41.35,0,13,0
44.4,31.42,0.373,8.9,39.44,20.68,1,0,0
23.33,22.9,6.156,21.8,19.72,27.06,3,14,1
38.53,11.74,0.466,26.7,52.44,27.57,0,9,0
41.56,68.1,2.058,16.2,51.87,15.77,1,4,0
23.94,54.65,0.595,16.8,42.77,15.68,0,14,0
69.58,15.01,3.564,81.6,20.48,22.72,3,12,0
26.28,12.38,3.426,6.9,64.91,150.92,0,6,0
30.74,70.98,5.642,60.3,34.25,31.92,0,14,1
14.67,52.56,5.409,138.9,29.98,54.86,3,10,1
59.75,25.02,1.014,83.8,72.7,23.99,2,19,0
36.37,24.04,1.137,36.3,74.35,159.75,2,19,0
26.5,22.94,1.819,5.6,53.34,13.99,1,12,0
45.97,41.75,0.983,307.4,39.13,9.58,0,7,0
9.17,1.24,0.152,144.1,42.64,20.26,0,8,0
21.97,52.2,1.074,25.8,43.45,26.87,0,10,0
33.68,17.0,1.302,15.5,32.16,46.77,2,0,0
13.58,41.21,2.618,445.4,72.51,34.49,0,13,0
12.77,19.07,2.56,22.6,73.77,38.97,1,6,0
36.83,47.53,1.837,178.7,14.97,22.98,1,7,0
60.83,53.91,1.267,88.6,52.7,61.92,1,11,0
15.36,64.58,4.336,44.9,48.64,70.34,1,12,0
12.21,26.75,0.335,35.6,20.08,7.91,1,20,0
48.21,54.31,7.621,34.7,37.98,55.6,1,20,1
28.72,28.59,2.431,46.4,66.7,5.16,1,4,0
29.72,38.19,0.103,21.4,16.78,59.68,0,19,0
43.54,18.95,0.343,158.8,59.06,36.0,0,8,0
48.81,39.11,3.42,2.1,38.08,28.0,0,4,0
27.93,12.14,0.852,23.3,10.65,4.0,2,15,0
39.03,86.36,0.035,70.6,45.8,153.16,0,6,1
50.71,11.47,0.696,17.7,30.73,8.0,0,1,0
37.7,34.9,0.01,5.6,47.76,11.39,0,9,0
27.14,33.48,2.179,149.7,17.36,0.4,0,16,0
4.86,40.37,0.381,155.7,4.02,41.72,2,23,0
24.14,27.02,1.811,99.9,40.48,9.41,1,20,0
29.83,65.92,2.764,44.8,31.02,25.2,1,17,0
20.12,27.86,0.073,53.5,81.91,36.33,1,0,0
40.14,19.76,0.548,198.6,40.46,67.63,1,2,0
22.68,38.35,0.651,286.6,37.94,128.18,0,16,0
28.85,50.08,6.309,36.8,37.17,76.78,1,8,1
39.48,43.38,0.122,116.5,42.93,14.26,1,12,0
6.03,33.23,1.307,82.2,18.21,70.1,0,5,0
37.04,40.64,1.895,17.9,23.33,58.93,2,3,0
11.16,30.69,3.08,58.5,42.15,66.95,0,12,0
30.51,65.96,0.697,49.9,40.86,73.46,0,4,0
11.46,42.28,0.379,139.6,46.43,38.24,1,9,0
46.49,57.2,0.615,85.3,49.2,8.04,1,22,0
11.16,64.72,2.002,34.6,9.6,63.29,1,4,0
10.69,70.16,2.668,97.5,2.13,91.07,1,10,0
17.22,21.5,0.792,31.6,76.0,11.45,0,18,0
50.68,40.23,0.228,158.4,44.57,27.12,1,13,0
23.82,37.8,1.129,76.7,55.41,108.75,1,0,0
7.46,19.6,1.639,23.9,35.58,60.35,1,10,0
11.47,11.71,0.104,161.1,28.27,27.63,3,23,0
14.56,36.01,6.086,21.7,32.4,277.27,1,7,1
60.07,49.18,0.538,236.9,78.4,39.67,0,20,0
42.9,49.96,2.903,57.0,48.69,64.3,1,3,0
20.96,15.02,1.418,72.2,54.96,13.31,1,9,0
22.83,20.65,1.05,10.0,32.83,160.81,0,14,0
34.04,30.18,0.195,410.8,52.63,52.76,0,18,0
18.81,12.21,1.893,21.7,39.75,25.46,0,7,0
62.98,53.54,11.766,51.6,25.47,112.64,1,7,1
31.6,24.22,1.64,205.0,29.46,41.48,1,11,0
42.83,27.49,0.146,54.0,31.92,131.47,0,5,0
43.01,39.89,1.139,54.7,72.22,120.88,0,14,0
23.65,56.6,0.661,49.2,59.02,29.2,1,20,0
22.89,41.95,0.445,63.5,39.78,87.47,1,19,0
47.64,40.5,0.206,34.4,44.31,32.12,2,9,0
33.65,66.73,2.023,93.2,54.89,117.42,2,19,0
14.6,21.57,1.183,115.5,54.73,78.69,0,15,0
16.69,19.83,3.732,47.5,52.26,109.61,1,8,0
17.95,25.27,1.435,319.1,23.58,36.28,5,8,1
15.0,36.72,0.396,37.1,12.58,5.23,0,6,0
11.76,38.2,0.404,62.2,17.58,72.17,1,5,0
44.23,48.86,0.334,217.7,71.77,132.86,0,2,0
22.69,17.93,0.516,111.9,34.02,105.89,0,8,0
46.02,19.59,1.082,15.6,34.69,97.51,1,23,0
39.61,55.04,0.868,241.7,50.46,128.36,0,5,0
37.56,6.68,0.351,25.6,57.0,6.04,2,19,0
15.61,39.62,0.107,109.7,20.73,27.85,1,8,0
18.85,28.11,1.177,32.4,54.81,30.87,1,3,0
23.88,78.48,0.309,22.3,41.17,52.31,1,15,0
46.74,42.13,0.677,62.1,23.5,36.09,0,22,0
27.51,16.05,3.197,69.4,38.88,1.09,0,8,0
52.77,70.49,1.293,43.8,37.28,56.52,2,17,0
57.01,18.83,1.733,48.6,36.73,31.17,1,4,0
13.08,15.63,2.932,431.1,55.71,65.4,0,21,0
7.11,80.36,0.011,20.1,45.1,5.41,3,23,1
47.13,51.63,1.868,58.2,15.26,49.5,2,14,0
31.26,62.99,0.025,25.8,58.03,46.53,0,7,0
30.97,37.32,0.339,249.1,19.37,14.55,0,4,0
8.84,28.1,1.717,25.7,56.36,17.37,2,0,0
11.46,44.37,0.888,80.1,15.98,0.94,0,3,0
21.44,38.92,2.203,36.8,23.63,8.13,2,0,0
26.54,25.43,2.703,11.6,17.99,20.32,1,11,0
23.65,37.82,0.439,39.0,27.38,22.37,3,15,0
28.71,39.21,2.01,30.5,23.39,174.79,0,16,0
22.65,35.96,2.491,45.2,76.32,26.86,0,17,0
17.51,20.0,5.409,75.0,33.19,1.99,0,1,1
21.31,36.76,3.758,184.9,40.27,90.98,0,13,0
46.34,14.47,1.699,133.3,67.15,76.23,3,17,0
17.48,29.31,2.805,61.6,32.3,102.11,5,12,1
28.79,67.5,2.089,67.3,53.52,49.82,0,17,0
61.41,58.73,0.332,12.7,53.93,47.21,0,17,0
32.85,30.04,0.776,39.1,26.99,92.78,1,2,0
19.77,24.47,3.617,135.8,54.11,29.62,0,17,0
26.37,16.01,0.359,101.1,61.72,17.7,1,22,0
56.26,49.0,0.068,18.3,28.72,56.49,1,8,0
11.95,71.31,4.617,16.9,60.91,11.72,0,10,0
15.97,59.22,0.093,37.4,34.24,21.83,1,13,0
22.43,39.22,5.214,110.0,15.55,14.95,0,4,1
22.39,18.9,0.189,235.9,34.29,17.99,1,20,0
3.92,14.68,0.739,31.0,43.08,42.16,0,16,0
38.58,53.57,0.654,125.0,43.7,30.69,0,15,0
48.91,78.78,2.39,91.3,39.87,20.09,1,17,0
60.14,43.6,0.896,137.0,38.39,55.34,1,16,0
36.88,27.23,0.552,97.4,9.23,96.79,1,16,0
30.59,7.33,0.264,198.1,62.93,31.39,2,4,0
66.47,31.15,1.989,100.3,55.53,3.44,0,12,0
26.06,10.94,4.557,27.7,11.97,4.7,1,12,0
5.86,40.19,0.791,38.2,34.62,13.83,0,16,0
67.03,39.54,1.515,160.1,73.17,13.46,1,20,0
8.76,25.84,0.476,45.4,34.52,14.47,1,19,0
16.23,5.91,0.979,73.7,33.05,90.13,1,6,0
21.11,10.13,0.501,91.0,21.17,71.46,0,8,0
32.41,26.36,8.1,40.9,42.51,10.27,4,15,1
18.51,35.37,2.161,14.2,60.01,70.37,0,13,0
21.33,68.29,1.501,28.2,34.78,96.04,1,23,0
45.04,40.81,1.207,61.6,52.32,43.11,0,10,0
37.72,23.87,1.353,18.7,34.74,224.54,0,20,0
26.28,56.0,2.469,35.5,47.96,127.59,0,23,0
4.09,46.8,0.904,20.1,54.66,114.85,0,15,0
26.95,66.83,0.792,87.6,61.04,26.8,1,0,0
35.98,80.45,0.68,4.4,7.7,17.37,1,18,1
45.74,37.4,3.01,36.4,16.45,52.59,0,18,0
27.94,76.55,0.757,258.5,50.95,76.62,1,17,0
17.44,37.24,4.05,56.2,37.46,33.95,0,8,0
17.22,26.0,0.319,183.2,62.0,58.33,1,1,0
9.84,36.87,2.46,334.9,78.15,3.55,0,17,0
15.89,36.53,0.095,194.8,85.86,16.19,1,9,0
23.84,48.93,3.419,50.3,46.5,15.21,1,7,0
54.59,16.93,0.37,135.7,55.36,10.87,1,9,0
7.76,55.65,2.16,283.8,57.37,35.45,0,4,0
8.54,66.67,1.501,32.0,82.71,69.06,1,19,0
19.97,27.58,1.455,48.6,49.23,35.76,2,3,0
10.25,29.32,0.536,228.1,55.14,60.1,1,8,0
54.7,13.48,0.117,77.9,33.23,27.23,3,14,0
31.17,34.53,0.872,37.7,58.07,193.67,2,16,0
37.71,50.03,1.986,14.6,41.37,17.44,0,3,0
37.86,56.8,2.608,24.9,51.8,11.95,0,10,0
13.5,40.47,0.104,51.2,39.98,15.15,1,7,0
6.68,81.83,1.383,38.3,46.54,12.76,1,22,1
20.66,31.01,9.531,10.0,60.27,67.1,1,16,1
48.25,73.61,4.843,24.0,73.32,24.35,1,1,0
55.12,29.5,0.704,56.4,48.42,8.4,0,16,0
30.82,80.9,0.052,76.1,33.08,59.63,0,8,1
22.12,79.47,0.083,22.9,42.31,62.74,2,17,0
4.9,60.39,1.127,47.8,71.25,53.42,1,20,0
69.01,40.97,1.726,86.1,51.86,35.03,2,18,0
18.8,34.76,2.001,105.1,50.7,156.44,3,4,0
21.07,46.57,1.307,87.3,59.57,44.16,2,13,0
21.0,33.69,0.058,27.3,41.53,6.64,0,2,0
8.4,59.0,2.351,118.6,16.21,21.24,2,22,0
34.44,71.69,0.523,12.1,28.92,82.77,1,8,0
7.86,30.88,3.314,43.1,60.35,87.29,0,10,0
21.31,12.84,5.585,13.0,36.44,58.65,0,3,1
12.3,52.19,0.374,24.5,37.99,33.12,2,11,0
24.07,25.16,3.093,11.6,4.06,6.75,1,20,0
23.5,28.4,0.393,62.2,55.11,30.89,0,0,0
24.2,9.98,2.868,313.6,54.09,20.83,1,11,0
22.38,20.03,4.03,18.3,10.28,52.53,0,1,0
40.88,29.53,1.375,61.8,61.39,7.53,0,0,0
37.73,18.24,3.68,20.4,44.01,56.0,0,6,0
16.69,10.55,0.153,136.4,70.51,2.1,2,14,0
31.99,33.48,3.139,307.0,27.67,56.1,1,17,0
40.68,29.72,0.063,70.7,13.19,35.38,1,16,0
55.77,50.12,0.688,167.2,53.33,33.02,0,12,0
41.18,71.47,1.847,34.1,54.77,13.1,2,23,0
24.31,62.09,0.542,12.4,37.46,34.66,1,17,0
35.33,4.38,1.027,11.1,67.7,6.59,1,23,0
32.18,39.71,4.576,72.9,49.91,4.68,0,23,0
38.41,37.75,1.64,351.8,50.06,35.73,0,17,0
31.31,34.48,5.623,37.3,27.29,1.27,2,21,1
57.85,25.86,0.556,237.1,55.42,105.63,1,11,0
24.52,65.19,2.052,191.3,72.42,125.02,0,5,0
24.8,34.21,0.163,45.7,29.93,81.83,2,6,0
48.72,17.79,3.411,11.7,40.58,103.48,0,18,0
11.29,78.09,0.43,13.3,32.97,11.35,0,11,0
19.74,8.38,2.23,131.0,56.96,50.08,0,12,0
36.99,61.94,3.454,61.3,31.67,54.97,1,1,0
17.48,32.73,1.889,46.0,39.1,51.95,2,5,0
19.29,30.07,8.43,109.5,16.91,6.03,1,1,1
13.63,28.49,0.86,33.8,64.38,3.69,2,1,0
34.37,41.46,0.975,9.7,56.41,31.75,1,23,0
10.37,27.08,4.022,30.6,43.34,122.17,2,16,0
18.8,78.48,0.008,52.7,75.57,7.68,0,7,0
38.12,29.54,2.093,84.2,21.85,104.98,1,5,0
17.19,46.3,1.889,88.3,49.2,12.24,1,8,0
39.42,22.11,0.459,215.8,7.97,36.73,0,2,0
38.06,10.61,6.783,104.8,48.44,103.83,0,11,1
40.86,12.97,1.292,6.7,67.76,166.61,1,4,0
34.84,34.45,0.787,221.4,55.6,45.6,1,6,0
42.24,50.89,0.858,265.2,18.1,29.44,2,20,0
24.14,42.41,0.823,95.9,28.96,103.28,1,13,0
20.68,65.06,0.42,17.5,70.82,54.9,1,2,0
37.93,15.67,0.368,161.4,34.54,54.72,2,13,0
47.31,81.62,0.184,38.6,25.63,30.36,1,22,1
53.28,54.64,3.576,41.4,46.25,30.74,2,20,0
38.42,71.11,0.991,55.6,53.96,11.64,2,2,0
49.09,36.31,1.094,27.5,25.95,35.6,2,10,0
34.3,25.47,0.129,37.1,31.66,53.41,3,8,0
17.8,4.81,0.427,108.6,47.28,74.72,2,1,0
